COSTS:
V 01 = 0 0 0 0 0 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 
V 02 = 0 0 0 0 0 0 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 
V 03 = 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 
V 04 = 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 
V 05 = 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 
V 06 = 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 
V 07 = 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 
V 08 = 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 
V 09 = 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 
V 10 = 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 
V 11 = 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 
V 12 = 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 
V 13 = 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 
U 14 = 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 
U 15 = 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 
U 16 = 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 
U 17 = 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 
U 18 = 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 
U 19 = 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 
U 20 = 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 
U 21 = 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 
U 22 = 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 
U 23 = 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 
U 24 = 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 
U 25 = 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 1 
U 26 = 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 1 0 

Vertice Comparison

Vertex    V1       V6
['U4', 'V4'] --> ['V1', 'V3', 'V4', 'V5', 'V7', 'V8', 'V9', 'V10', 'V11', 'V12', 'V13', 'U2', 'U3', 'U4', 'U5', 'U6', 'U8', 'U9', 'U10', 'U11', 'U12', 'U13']
['U5', 'V5'] --> ['V1', 'V2', 'V4', 'V5', 'V6', 'V8', 'V9', 'V10', 'V11', 'V12', 'V13', 'U1', 'U3', 'U4', 'U5', 'U6', 'U7', 'U9', 'U10', 'U11', 'U12', 'U13']
['U6', 'V6'] --> ['V1', 'V2', 'V3', 'V5', 'V6', 'V7', 'V9', 'V10', 'V11', 'V12', 'V13', 'U1', 'U2', 'U4', 'U5', 'U6', 'U7', 'U8', 'U10', 'U11', 'U12', 'U13']
['U7', 'V7'] --> ['V1', 'V2', 'V3', 'V4', 'V6', 'V7', 'V8', 'V10', 'V11', 'V12', 'V13', 'U1', 'U2', 'U3', 'U5', 'U6', 'U7', 'U8', 'U9', 'U11', 'U12', 'U13']
['U8', 'V8'] --> ['V1', 'V2', 'V3', 'V4', 'V5', 'V7', 'V8', 'V9', 'V11', 'V12', 'V13', 'U1', 'U2', 'U3', 'U4', 'U6', 'U7', 'U8', 'U9', 'U10', 'U12', 'U13']
['U9', 'V9'] --> ['V1', 'V2', 'V3', 'V4', 'V5', 'V6', 'V8', 'V9', 'V10', 'V12', 'V13', 'U1', 'U2', 'U3', 'U4', 'U5', 'U7', 'U8', 'U9', 'U10', 'U11', 'U13']
['U10', 'V10'] --> ['V1', 'V2', 'V3', 'V4', 'V5', 'V6', 'V7', 'V9', 'V10', 'V11', 'V13', 'U1', 'U2', 'U3', 'U4', 'U5', 'U6', 'U8', 'U9', 'U10', 'U11', 'U12']
['U11', 'V11'] --> ['V1', 'V2', 'V3', 'V4', 'V5', 'V6', 'V7', 'V8', 'V10', 'V11', 'V12', 'U2', 'U3', 'U4', 'U5', 'U6', 'U7', 'U9', 'U10', 'U11', 'U12', 'U13']
['U12', 'V12'] --> ['V2', 'V3', 'V4', 'V5', 'V6', 'V7', 'V8', 'V9', 'V11', 'V12', 'V13', 'U1', 'U3', 'U4', 'U5', 'U6', 'U7', 'U8', 'U10', 'U11', 'U12', 'U13']
['U13', 'V13'] --> ['V1', 'V3', 'V4', 'V5', 'V6', 'V7', 'V8', 'V9', 'V10', 'V12', 'V13', 'U1', 'U2', 'U4', 'U5', 'U6', 'U7', 'U8', 'U9', 'U11', 'U12', 'U13']

['U1', 'U2'] --> ['V1', 'V2', 'V3', 'V6', 'V7', 'V9', 'V10', 'V13', 'U1', 'U2', 'U3', 'U4', 'U5', 'U6', 'U7', 'U9', 'U10', 'U11', 'U12', 'U13']
['U2', 'U3'] --> ['V1', 'V2', 'V3', 'V4', 'V7', 'V8', 'V10', 'V11', 'U1', 'U2', 'U3', 'U4', 'U5', 'U6', 'U7', 'U8', 'U10', 'U11', 'U12', 'U13']
['U3', 'U4'] --> ['V2', 'V3', 'V4', 'V5', 'V8', 'V9', 'V11', 'V12', 'U1', 'U2', 'U3', 'U4', 'U5', 'U6', 'U7', 'U8', 'U9', 'U11', 'U12', 'U13']
['U4', 'U5'] --> ['V3', 'V4', 'V5', 'V6', 'V9', 'V10', 'V12', 'V13', 'U1', 'U2', 'U3', 'U4', 'U5', 'U6', 'U7', 'U8', 'U9', 'U10', 'U12', 'U13']
['U5', 'U6'] --> ['V1', 'V4', 'V5', 'V6', 'V7', 'V10', 'V11', 'V13', 'U1', 'U2', 'U3', 'U4', 'U5', 'U6', 'U7', 'U8', 'U9', 'U10', 'U11', 'U13']
['U6', 'U7'] --> ['V1', 'V2', 'V5', 'V6', 'V7', 'V8', 'V11', 'V12', 'U1', 'U2', 'U3', 'U4', 'U5', 'U6', 'U7', 'U8', 'U9', 'U10', 'U11', 'U12']
['U7', 'U8'] --> ['V2', 'V3', 'V6', 'V7', 'V8', 'V9', 'V12', 'V13', 'U2', 'U3', 'U4', 'U5', 'U6', 'U7', 'U8', 'U9', 'U10', 'U11', 'U12', 'U13']
['U8', 'U9'] --> ['V1', 'V3', 'V4', 'V7', 'V8', 'V9', 'V10', 'V13', 'U1', 'U3', 'U4', 'U5', 'U6', 'U7', 'U8', 'U9', 'U10', 'U11', 'U12', 'U13']
['U9', 'U10'] --> ['V1', 'V2', 'V4', 'V5', 'V8', 'V9', 'V10', 'V11', 'U1', 'U2', 'U4', 'U5', 'U6', 'U7', 'U8', 'U9', 'U10', 'U11', 'U12', 'U13']
['U10', 'U11'] --> ['V2', 'V3', 'V5', 'V6', 'V9', 'V10', 'V11', 'V12', 'U1', 'U2', 'U3', 'U5', 'U6', 'U7', 'U8', 'U9', 'U10', 'U11', 'U12', 'U13']
['U11', 'U12'] --> ['V3', 'V4', 'V6', 'V7', 'V10', 'V11', 'V12', 'V13', 'U1', 'U2', 'U3', 'U4', 'U6', 'U7', 'U8', 'U9', 'U10', 'U11', 'U12', 'U13']
['U12', 'U13'] --> ['V1', 'V4', 'V5', 'V7', 'V8', 'V11', 'V12', 'V13', 'U1', 'U2', 'U3', 'U4', 'U5', 'U7', 'U8', 'U9', 'U10', 'U11', 'U12', 'U13']
['U13', 'U1'] --> ['V1', 'V2', 'V5', 'V6', 'V8', 'V9', 'V12', 'V13', 'U1', 'U2', 'U3', 'U4', 'U5', 'U6', 'U8', 'U9', 'U10', 'U11', 'U12', 'U13']

